identification_type,site,gender,age,marital_status,number_of_children,blood_type,rh_blood,department,city,stratum,depend_people,hear_about_us,have_acquaintances,have_family_contact_center,referral_external,have_transportation,education_level,profession,learn_english,worked_before_call_center,risky_employee
5,1,0,27,5,0,3,1,68,3,4,0,2,0,0,0,1,1,0,4,0,1
5,1,0,20,5,0,2,1,68,3,5,0,3,0,0,0,0,3,0,0,0,1
5,1,0,23,5,0,1,1,68,2,6,0,4,0,0,0,1,4,0,3,1,0
5,1,1,29,5,0,2,1,68,2,5,0,4,0,0,0,1,1,0,3,0,1
5,1,0,21,5,0,3,1,68,2,3,0,3,0,0,0,1,4,0,2,1,1
5,1,0,25,5,0,3,1,68,2,4,1,4,0,0,0,1,4,0,3,1,1
5,1,1,24,5,0,3,1,68,3,2,1,4,0,0,0,1,1,0,1,1,1
5,1,1,21,5,0,2,0,68,2,4,1,2,0,0,0,1,3,0,4,1,1
5,1,0,23,5,0,3,1,68,3,3,1,4,0,0,0,1,3,0,4,1,1
5,1,0,25,5,0,2,1,68,2,2,0,4,0,0,0,0,3,0,0,1,0
5,1,1,26,5,0,3,0,68,3,3,0,4,0,0,0,1,3,0,1,1,1
5,1,0,25,5,0,3,1,68,3,2,0,3,0,0,0,0,3,0,1,0,0
5,1,1,24,5,0,2,1,68,3,4,0,2,0,0,0,1,1,0,4,1,1
5,1,1,28,5,1,3,1,68,2,3,4,2,0,0,0,1,1,0,0,1,1
5,1,1,25,5,0,3,1,68,2,4,0,4,0,0,0,1,3,0,4,1,1
5,1,0,20,5,0,3,0,68,3,5,2,3,0,0,0,1,4,0,4,1,0
5,1,0,29,5,0,3,1,68,3,3,0,4,0,0,0,1,1,0,3,1,1
5,1,0,25,4,0,3,1,68,2,3,0,3,0,0,0,1,1,0,1,1,1
5,1,1,21,5,0,1,1,68,2,3,0,4,0,0,0,1,4,0,3,1,0
5,1,0,22,5,0,3,0,68,3,3,0,4,0,0,0,1,4,0,1,0,1
5,1,0,25,5,0,3,1,68,3,4,0,1,0,0,0,1,3,0,1,1,1
5,1,1,20,5,0,3,1,68,2,6,0,2,0,0,0,1,3,0,4,1,1
5,1,1,25,5,0,1,1,68,3,2,1,3,0,0,0,1,2,0,1,1,1
5,1,1,24,5,0,3,1,68,2,3,0,4,0,0,0,1,3,0,1,1,1
5,1,1,25,5,0,3,1,68,2,2,0,3,0,0,0,1,3,0,3,1,0
5,1,1,28,5,0,3,1,68,2,4,0,3,0,0,0,0,3,0,2,0,1
5,1,0,23,5,0,3,1,68,3,5,1,4,0,0,0,0,3,0,0,0,1
5,1,1,23,4,0,3,1,68,2,3,1,4,0,0,0,1,2,0,4,0,1
5,1,1,23,5,0,1,1,68,2,5,1,3,0,0,0,1,2,0,4,1,1
5,1,1,30,5,0,2,1,68,2,3,1,4,0,0,0,0,3,0,0,1,1
5,1,0,24,5,0,3,1,68,2,5,0,4,0,0,0,1,3,0,2,1,1
5,1,1,24,5,0,3,1,68,2,4,1,4,0,0,0,1,2,0,4,1,1
5,1,1,26,5,0,3,1,68,2,2,0,1,0,0,0,1,1,0,4,1,1
5,1,0,25,5,0,2,1,68,3,5,0,2,0,0,0,1,3,0,4,1,1
5,1,1,21,5,0,3,1,68,3,3,0,2,0,0,0,1,3,0,4,1,1
5,1,0,23,5,0,3,1,68,3,3,0,3,0,0,0,1,3,0,0,1,1
5,1,1,41,4,2,3,1,68,3,3,3,2,0,0,0,0,4,0,4,0,1
5,1,1,29,5,0,3,0,68,3,5,0,4,0,0,0,1,3,0,3,1,1
5,1,1,30,5,0,3,1,68,3,2,0,3,0,0,0,1,1,0,4,1,1
5,1,0,30,5,0,3,1,68,2,4,1,1,0,0,0,1,1,0,3,1,1
5,1,1,29,5,1,3,1,68,2,4,1,3,0,0,0,0,1,0,0,1,1
5,1,0,26,5,0,3,1,68,3,4,0,4,0,0,0,1,3,0,4,0,0
5,1,1,33,5,0,1,1,68,3,1,0,2,0,0,0,1,1,0,4,1,1
5,1,1,20,5,0,1,1,68,2,5,0,3,0,0,0,1,4,0,0,1,0
5,1,0,44,4,0,3,1,68,2,3,0,2,0,0,0,0,1,0,3,0,1
5,1,1,21,5,0,2,1,68,2,4,0,4,0,0,0,1,2,0,2,1,0
5,1,1,25,5,0,2,1,68,2,3,0,3,0,0,0,1,3,0,1,1,1
5,1,1,23,5,0,2,1,68,3,2,0,3,0,0,0,1,4,0,3,0,1
5,1,1,41,4,1,3,1,68,2,4,1,4,0,0,0,1,3,0,4,0,1
5,1,1,30,5,0,3,1,68,2,3,1,2,0,0,0,1,1,0,1,1,0
5,1,1,35,5,0,1,1,68,2,4,1,4,0,0,0,1,1,0,0,1,1
5,1,0,26,5,0,0,1,68,2,4,0,3,0,0,0,1,1,0,4,1,0
5,1,0,27,5,0,3,1,68,3,2,0,4,0,0,0,1,1,0,1,1,1
5,1,1,28,5,0,2,0,68,3,4,0,4,0,0,0,1,3,0,3,1,1
5,1,0,27,5,1,3,1,68,2,3,1,3,0,0,0,1,3,0,3,1,1
5,1,1,23,5,0,1,1,68,2,6,0,4,0,0,0,0,3,0,4,1,1
5,1,1,26,5,0,0,1,68,2,2,0,3,0,0,0,1,1,0,4,0,0
5,1,0,22,3,1,3,1,68,3,3,0,4,0,0,0,1,3,0,1,1,1
5,1,1,29,5,0,2,1,68,2,5,0,1,0,0,0,1,2,0,4,1,1
5,1,0,26,5,0,3,1,68,2,3,0,2,0,0,0,1,1,0,4,1,0
5,1,1,25,5,0,3,1,68,2,5,0,3,0,0,0,1,0,0,4,0,1
5,1,1,28,5,0,3,1,68,3,2,1,4,0,0,0,1,1,0,4,1,1
5,1,1,22,5,0,3,1,68,2,5,6,2,0,0,0,1,4,0,2,1,1
5,1,0,23,5,0,2,1,68,2,4,0,3,0,0,0,1,3,0,4,1,1
5,1,1,27,5,0,2,1,68,2,2,0,3,0,0,0,1,2,0,3,0,0
5,1,1,25,5,0,0,1,68,2,4,0,3,0,0,0,1,3,0,0,1,0
5,1,0,24,5,0,3,1,68,2,4,0,3,0,0,0,0,3,0,4,0,1
5,1,1,24,5,0,2,1,68,3,2,0,3,0,0,0,1,3,0,3,1,1
5,1,0,26,5,0,2,1,68,3,4,0,3,0,0,0,1,1,0,0,1,1
5,1,0,37,5,0,2,1,68,2,4,2,4,0,0,0,1,1,0,3,1,0
5,1,1,27,5,0,2,1,68,2,4,0,3,0,0,0,1,0,0,3,1,1
5,1,1,25,5,1,2,1,68,3,3,1,3,0,0,0,1,4,0,4,1,1
5,1,1,29,4,1,3,1,68,2,4,1,4,0,0,0,1,4,0,0,1,1
5,1,1,24,5,0,2,1,68,2,1,0,4,0,0,0,1,4,0,3,1,1
5,1,0,23,5,0,3,1,68,2,4,0,3,0,0,0,1,3,0,3,1,1
5,1,1,22,5,0,3,1,5,3,3,0,4,0,0,0,1,3,0,0,0,1
5,1,1,27,5,0,3,1,68,3,2,1,4,0,0,0,1,2,0,4,1,1
5,1,1,24,5,0,3,1,68,2,4,0,3,0,0,0,0,3,0,3,0,1
5,1,0,25,5,0,3,1,68,3,4,0,1,0,0,0,0,3,0,0,0,1
5,1,0,26,5,0,3,1,68,2,6,0,3,0,0,0,0,3,0,2,1,1
5,1,1,26,5,0,3,1,68,3,5,2,3,0,0,0,0,1,0,0,1,1
5,1,1,25,5,0,1,1,68,2,3,0,2,0,0,0,1,2,0,3,1,0
5,1,1,22,5,0,3,1,68,2,3,0,4,0,0,0,0,3,0,4,1,0
5,1,1,22,5,0,3,1,68,2,4,0,3,0,0,0,0,3,0,4,1,0
5,1,1,26,5,0,3,1,68,2,4,1,1,0,0,0,1,1,0,1,0,0
2,1,1,21,5,0,2,1,68,3,3,0,4,0,0,0,0,3,0,4,0,0
5,1,1,27,5,0,3,1,68,2,4,0,3,0,0,0,1,1,0,4,1,1
5,1,0,26,5,0,3,1,68,2,4,0,1,0,0,0,1,1,0,4,1,1
5,1,1,24,5,0,3,1,68,2,3,2,4,0,0,0,1,2,0,3,1,0
5,1,1,22,5,0,3,1,68,2,3,0,3,0,0,0,1,3,0,3,1,1
5,1,1,26,5,0,3,1,68,2,3,1,3,0,0,0,1,1,0,1,1,1
5,1,0,22,5,0,2,1,68,2,2,0,4,0,0,0,1,3,0,1,1,1
5,1,0,24,5,0,3,0,68,2,4,0,1,0,0,0,1,3,0,1,1,1
5,1,1,24,5,0,3,0,68,2,5,0,4,0,0,0,0,3,0,1,1,1
5,1,1,32,5,1,1,1,68,2,4,2,3,0,0,0,1,3,0,1,0,1
5,1,0,22,5,0,3,1,68,2,5,0,3,0,0,0,1,3,0,0,1,1
5,1,1,21,5,0,3,1,68,2,4,0,4,0,0,0,1,4,0,3,1,1
5,1,1,35,5,0,1,1,68,3,4,0,2,0,0,0,1,2,0,4,1,1
5,1,0,24,5,0,1,0,68,2,3,0,1,0,0,0,1,1,0,1,1,1
5,1,1,25,5,0,3,1,68,2,4,2,3,0,0,0,0,3,0,1,1,1
5,1,0,24,5,0,3,1,68,2,4,0,3,0,0,0,1,4,0,0,1,1
5,1,0,28,5,0,3,1,68,2,4,0,3,0,0,0,1,1,0,3,1,1
5,1,0,24,5,0,2,1,68,2,4,0,3,0,0,0,1,1,0,4,1,1
2,1,0,24,5,0,3,1,68,3,5,0,4,0,0,0,1,4,0,4,1,1
5,1,1,21,5,0,3,1,68,3,3,0,3,0,0,0,1,4,0,3,1,1
5,1,1,27,5,0,3,1,68,2,4,0,2,0,0,0,1,3,0,4,1,1
3,1,0,34,4,0,3,1,68,2,1,0,1,0,0,0,1,2,0,4,1,1
5,1,1,42,5,0,3,1,68,3,3,0,3,0,0,0,1,1,0,4,1,1
5,1,0,27,5,0,3,1,68,2,3,0,3,0,0,0,1,2,0,4,0,0
5,1,1,24,5,0,3,1,68,3,4,0,1,0,0,0,1,3,0,4,1,1
5,1,1,27,5,0,2,1,68,2,3,0,4,0,0,0,1,1,0,0,1,1
5,1,1,26,5,0,3,1,68,2,4,0,4,0,0,0,1,3,0,0,1,1
5,1,0,26,5,0,2,1,68,2,4,0,4,0,0,0,1,1,0,4,1,1
5,1,1,31,4,0,2,0,68,3,3,1,4,0,0,0,1,2,0,3,1,0
5,1,1,24,5,0,1,1,68,3,2,0,4,0,0,0,0,1,0,4,1,1
5,1,0,35,5,0,3,1,68,3,3,0,4,0,0,0,1,1,0,1,1,1
5,1,1,29,5,0,3,1,68,2,5,0,3,0,0,0,1,1,0,4,1,1
5,1,1,23,5,0,3,1,68,3,3,0,4,0,0,0,0,3,0,0,1,1
3,1,1,22,5,0,3,1,68,2,4,0,3,0,0,0,1,3,0,4,1,0
5,1,1,25,5,0,2,1,68,2,2,0,3,0,0,0,1,3,0,2,1,1
5,1,0,25,5,0,1,1,68,3,6,0,2,0,0,0,0,3,0,0,1,0
5,1,1,20,5,0,2,1,68,2,5,0,3,0,0,0,1,4,0,2,1,1
5,1,0,25,5,0,3,1,68,2,3,0,4,0,0,0,1,3,0,1,1,1
5,1,0,23,5,0,2,1,68,2,4,0,4,0,0,0,1,2,0,4,1,1
5,1,1,24,5,0,1,1,68,2,4,2,3,0,0,0,0,3,0,0,0,1
5,1,1,41,5,0,1,1,68,2,6,0,2,0,0,0,1,1,0,4,1,1
5,1,1,21,5,0,3,1,68,2,4,0,4,0,0,0,0,4,0,4,0,1
5,1,0,23,5,0,3,1,68,3,3,0,3,0,0,0,1,3,0,4,0,1
5,1,1,25,5,0,2,1,68,2,2,2,4,0,0,0,1,3,0,1,0,0
5,1,0,22,5,0,2,1,68,3,5,0,3,0,0,0,1,3,0,3,1,1
5,1,1,21,5,0,2,1,68,2,3,0,2,0,0,1,1,3,0,3,1,1
5,1,1,22,5,0,3,1,68,3,4,0,3,0,0,0,1,3,0,3,1,1
5,1,1,40,4,1,3,1,68,3,2,2,4,0,0,0,1,2,0,0,1,1
5,1,1,21,5,0,2,1,68,3,3,0,3,0,0,0,1,2,0,0,1,1
5,1,1,26,5,0,3,1,68,3,6,1,3,0,0,0,1,4,0,3,1,1
5,1,0,22,5,0,3,1,68,2,3,0,4,0,0,0,1,3,0,0,1,1
5,1,1,24,5,0,2,1,68,2,4,0,3,0,0,0,0,3,0,4,1,1
5,1,0,20,5,0,2,1,68,2,4,0,4,0,0,0,0,3,0,3,1,1
5,1,1,24,5,0,1,1,68,2,3,0,3,0,0,0,1,3,0,3,1,0
5,1,0,25,5,0,3,1,68,2,4,0,3,0,0,0,1,3,0,2,1,1
5,1,1,26,5,0,3,0,68,2,4,0,3,0,0,1,1,1,0,4,1,1
5,1,1,21,5,0,3,0,68,3,2,5,4,0,0,0,1,2,0,0,1,1
5,1,0,29,5,0,2,1,68,3,3,0,4,0,0,0,1,1,0,1,1,1
5,1,1,24,5,0,1,1,68,3,1,0,4,0,0,0,1,3,0,1,1,1
5,1,0,23,5,0,2,1,68,2,4,0,3,0,0,1,0,3,0,3,1,0
5,1,1,24,5,0,2,1,68,2,4,0,3,0,0,0,1,3,0,4,0,1
5,1,0,24,5,0,2,1,68,3,4,0,1,0,0,0,1,2,0,3,1,1
5,1,1,21,5,0,2,1,68,2,2,0,3,0,0,0,1,4,0,3,1,1
5,1,0,26,4,0,3,1,68,2,3,1,2,0,0,0,1,3,0,0,1,1
5,1,0,26,3,0,3,1,68,2,4,0,3,0,0,1,0,1,0,4,0,1
5,1,1,25,5,0,3,1,68,3,4,0,4,0,0,0,1,2,0,4,0,1
5,1,1,26,5,0,3,1,68,2,4,0,4,0,0,0,1,3,0,1,1,1
5,1,1,21,5,0,2,1,68,3,2,1,4,0,0,0,1,3,0,1,1,0
5,1,1,21,5,0,2,0,68,3,3,0,2,0,0,0,1,2,0,4,1,0
3,1,1,25,5,0,0,0,68,3,3,0,4,0,0,0,1,2,0,3,1,1
5,1,0,23,5,0,2,1,68,2,6,0,2,0,0,0,1,3,0,2,1,1
5,1,0,24,5,0,3,1,68,3,3,0,3,0,0,0,1,4,0,4,0,1
5,1,0,23,5,0,2,1,68,2,3,0,3,0,0,0,0,3,0,4,0,1
5,1,0,27,2,1,2,1,68,2,2,1,3,0,0,0,0,4,0,4,0,0
5,1,0,26,5,0,3,1,68,2,4,0,1,0,0,0,1,1,0,3,1,0
5,1,1,23,5,0,3,1,68,2,3,0,3,0,0,0,1,3,0,1,1,1
5,1,1,30,5,0,0,1,68,2,2,3,4,0,0,0,1,4,0,3,1,1
5,1,0,24,5,0,3,1,68,2,4,0,3,0,0,0,1,3,0,1,0,1
5,1,1,32,5,0,3,1,68,2,4,1,3,0,0,0,0,1,0,3,1,1
5,1,1,26,5,0,3,1,68,2,4,0,4,0,0,0,1,3,0,4,1,1
5,1,0,28,5,1,2,1,68,2,3,2,3,0,0,0,0,3,0,1,1,1
5,1,1,29,5,0,2,1,68,3,3,2,3,0,0,0,1,1,0,2,1,1
5,1,0,24,5,0,3,1,68,2,3,0,3,0,0,0,1,3,0,4,1,1
5,1,1,30,5,0,3,1,68,2,4,0,4,0,0,0,1,1,0,2,1,1
5,1,0,19,5,0,0,1,68,2,6,0,4,0,0,0,1,4,0,0,1,1
5,1,0,24,5,0,2,1,68,2,4,0,4,0,0,0,1,3,0,0,1,1
5,1,0,25,5,0,3,1,68,3,4,0,1,0,0,0,1,3,0,2,1,1
5,1,1,20,5,0,3,1,68,2,6,0,3,0,0,0,0,4,0,0,0,1
5,1,1,26,5,0,2,1,68,3,3,0,3,0,0,0,0,2,0,3,1,0
5,1,0,21,5,0,3,1,68,2,2,0,4,0,0,0,1,2,0,4,1,0
5,1,0,22,5,0,3,1,68,2,4,0,3,0,0,0,1,2,0,0,1,0
5,1,1,21,5,0,2,1,68,2,3,0,4,0,0,0,1,4,0,3,0,1
5,1,1,23,5,0,3,1,68,3,2,0,3,0,0,0,1,1,0,1,1,1
5,1,1,22,5,0,3,1,68,2,4,0,3,0,0,0,1,3,0,1,1,1
5,1,1,23,5,0,3,0,68,2,4,0,3,0,0,0,1,3,0,4,1,1
5,1,0,25,5,0,3,1,68,3,4,0,4,0,0,0,1,1,0,3,1,1
5,1,0,24,5,0,3,1,68,2,6,0,3,0,0,0,0,3,0,0,1,1
5,1,1,40,5,0,2,1,68,2,4,0,1,0,0,0,1,1,0,2,1,1
5,1,0,32,5,0,2,1,68,3,5,2,3,0,0,0,0,2,0,0,1,1
5,1,0,24,5,0,3,1,68,2,4,0,3,0,0,0,1,4,0,3,1,1
5,1,0,20,5,0,2,1,68,2,3,1,2,0,0,0,1,2,0,4,0,0
5,1,0,28,5,0,2,0,68,3,3,0,3,0,0,0,1,1,0,0,1,1
5,1,1,31,5,0,1,1,68,2,6,0,3,0,0,0,1,1,0,0,1,1
5,1,1,27,5,0,2,1,68,3,3,0,2,0,0,0,1,1,0,4,1,1
5,1,1,23,5,0,2,1,68,3,3,3,4,0,0,0,0,4,0,4,0,0
5,1,0,23,5,0,3,1,68,3,2,0,3,0,0,1,1,1,0,4,1,1
5,1,1,31,4,1,2,1,68,2,4,1,3,0,0,1,1,4,0,4,1,0
5,1,0,28,5,0,2,1,68,2,3,0,3,0,0,0,1,1,0,1,1,1
5,1,1,25,5,0,2,1,68,3,2,1,3,0,0,0,0,3,0,4,1,1
5,1,1,26,5,0,3,1,68,3,3,0,3,0,0,0,1,2,0,0,0,1
5,1,0,25,5,0,3,1,68,3,2,0,3,0,0,0,1,1,0,2,1,0
5,1,0,19,5,0,2,1,68,3,4,0,4,0,0,0,1,4,0,4,1,1
5,1,1,28,5,0,2,1,68,2,2,1,4,0,0,0,1,4,0,3,0,1
5,1,1,25,3,0,2,1,68,2,2,1,4,0,0,0,1,4,0,3,1,0
5,1,1,21,5,0,3,1,68,3,2,2,4,0,0,0,1,2,0,4,1,0
5,1,0,21,5,0,2,1,68,3,3,0,4,0,0,0,1,4,0,4,1,0
5,1,0,23,5,0,2,1,68,2,4,0,3,0,0,0,1,1,0,4,0,1
5,1,1,21,5,0,2,1,68,2,4,0,3,0,0,0,0,3,0,0,1,0
5,1,1,21,5,0,3,1,68,3,4,0,4,0,0,0,1,3,0,4,0,1
5,1,0,26,5,0,2,1,68,3,2,0,4,0,0,0,1,3,0,1,1,1
5,1,1,23,5,0,3,1,68,2,4,1,3,0,0,0,1,2,0,4,1,1
5,1,0,22,5,0,3,1,68,2,1,0,2,0,0,0,1,3,0,4,1,1
3,1,1,42,5,0,3,1,68,2,4,0,4,0,0,0,0,1,0,4,1,1
5,1,0,25,5,0,1,1,68,2,4,0,4,0,0,0,0,1,0,3,1,1
5,1,0,22,5,0,1,1,68,2,4,0,4,0,0,0,1,3,0,0,0,1
5,1,1,25,5,0,3,1,68,2,4,0,0,0,0,0,1,0,0,4,1,1
5,1,1,29,4,0,3,1,68,2,2,0,4,0,0,1,1,3,0,1,1,1
5,1,1,29,5,0,2,1,68,2,4,1,3,0,0,0,1,1,0,4,0,1
3,1,1,31,3,1,2,1,68,3,2,2,4,0,0,0,0,1,0,3,1,0
5,1,1,27,5,0,1,1,68,2,4,0,3,0,0,0,1,1,0,4,1,1
5,1,0,22,5,0,3,1,68,3,3,0,4,0,0,0,1,3,0,1,1,1
5,1,1,30,5,0,2,1,68,2,4,0,3,0,0,0,1,0,0,3,1,0
5,1,0,29,5,0,3,1,68,2,3,0,4,0,0,0,1,3,0,4,1,1
5,1,1,20,5,0,2,1,68,3,3,0,3,0,0,0,1,4,0,4,1,0
5,1,0,25,5,0,2,0,68,3,3,0,3,0,0,0,1,1,0,3,1,1
5,1,1,20,5,0,2,1,68,2,4,0,3,0,0,0,1,4,0,0,1,0
5,1,1,24,5,0,3,1,68,3,1,0,3,0,0,0,1,3,0,1,1,1
5,1,0,26,5,0,3,1,68,2,3,0,4,0,0,0,1,1,0,1,0,1
5,1,1,30,5,0,3,1,68,2,2,0,4,0,0,0,1,2,0,4,0,1
5,1,0,24,5,0,2,1,68,3,3,0,4,0,0,0,1,1,0,4,1,1
5,1,1,21,5,0,3,1,68,2,3,0,4,0,0,0,0,4,0,4,0,1
5,1,0,28,5,0,2,1,68,3,2,0,4,0,0,1,1,2,0,1,1,1
5,1,0,21,5,0,2,1,68,2,4,0,3,0,0,0,1,4,0,2,1,0
5,1,0,23,5,0,2,1,68,2,1,0,1,0,0,0,1,2,0,4,1,1
5,1,1,25,5,0,3,1,68,2,4,0,3,0,0,0,1,3,0,1,0,1
5,1,1,21,5,0,3,0,68,2,4,0,4,0,0,0,1,4,0,3,1,1
5,1,1,24,5,0,3,1,68,2,1,0,1,0,0,0,1,3,0,3,1,0
5,1,0,22,5,0,2,1,68,3,4,0,4,0,0,0,1,3,0,0,1,0
5,1,1,21,5,0,3,1,68,3,2,0,3,0,0,0,1,4,0,2,0,0
5,1,1,25,5,0,2,1,68,2,2,0,4,0,0,0,1,1,0,4,1,0
5,1,1,21,5,0,3,1,68,2,4,0,3,0,0,0,1,4,0,4,1,1
5,1,1,20,5,0,3,1,68,2,4,0,4,0,0,0,0,3,0,0,1,1
5,1,1,20,5,0,2,0,68,3,2,0,3,0,0,0,1,4,0,3,1,1
5,1,1,30,5,0,3,1,68,2,2,1,3,0,0,0,1,3,0,4,1,1
5,1,0,23,5,0,1,1,68,2,3,0,4,0,0,0,1,1,0,0,1,1
5,1,1,28,5,0,3,1,68,2,3,0,3,0,0,0,0,1,0,0,1,1
5,1,0,35,5,0,1,1,68,2,4,1,4,0,0,0,1,1,0,4,1,1
5,1,0,30,5,0,3,1,68,3,2,3,4,0,0,0,1,1,0,1,1,1
5,1,1,22,5,0,3,1,68,2,3,0,3,0,0,1,0,4,0,4,0,1
5,1,1,20,5,0,3,1,68,3,3,0,4,0,0,1,1,3,0,4,1,1
5,1,1,21,5,0,3,1,68,2,3,0,4,0,0,0,0,2,0,4,1,0
5,1,1,30,5,0,2,1,68,3,2,0,3,0,0,0,1,2,0,4,1,1
5,1,0,28,5,0,2,1,68,2,4,0,3,0,0,1,1,3,0,4,1,0
5,1,0,22,5,0,2,1,68,2,4,0,1,0,0,0,0,3,0,0,1,1
5,1,1,21,5,0,3,0,68,3,5,0,3,0,0,0,1,3,0,4,1,1
5,1,0,20,5,0,3,1,68,3,3,0,2,0,0,0,1,4,0,3,1,0
5,1,0,24,5,0,3,1,68,2,4,0,2,0,0,0,1,1,0,4,1,1
5,1,0,28,5,0,2,0,68,2,4,0,3,0,0,0,1,2,0,0,1,0
5,1,0,29,5,0,2,1,68,2,4,0,4,0,0,0,1,1,0,1,1,1
5,1,0,21,5,0,2,1,68,2,3,0,3,0,0,1,1,4,0,4,1,1
5,1,1,25,5,0,2,1,68,3,4,0,4,1,0,0,1,1,0,2,1,1
5,1,1,21,5,0,2,1,68,2,3,1,4,0,0,1,1,4,0,3,1,1
5,1,0,25,5,0,0,1,68,2,1,0,3,0,0,0,1,1,0,1,1,1
5,1,1,28,5,0,3,1,68,2,3,0,4,0,0,0,1,3,0,2,1,1
5,1,0,24,5,0,2,0,68,3,4,0,4,0,0,1,1,1,0,2,1,1
5,1,1,26,5,0,2,1,68,2,4,0,4,0,0,0,0,3,0,0,1,0
5,1,1,20,5,0,1,0,68,3,4,0,3,0,0,0,1,4,0,4,1,1
5,1,0,24,5,0,3,1,68,2,3,0,3,0,0,0,1,3,0,3,1,1
5,1,1,25,5,0,3,1,68,2,4,0,2,0,0,1,1,2,0,2,1,1
5,1,0,20,5,0,3,1,68,2,2,0,3,0,0,0,0,4,0,0,1,1
5,1,0,29,5,0,3,1,68,3,3,0,3,0,0,0,1,1,0,4,0,0
5,1,1,31,5,0,3,1,68,3,3,3,4,0,0,1,1,1,0,3,1,1
5,1,0,47,5,1,3,1,68,2,3,1,4,0,0,1,1,2,0,4,1,1
5,1,0,26,5,0,2,0,68,3,3,0,3,0,0,0,1,1,0,4,1,1
5,1,1,27,5,0,3,1,68,2,3,0,3,0,0,0,1,3,0,0,1,1
5,1,1,28,5,0,2,1,68,2,3,0,4,0,0,1,1,1,0,1,1,1
5,1,1,41,4,1,3,0,68,2,4,2,2,0,0,0,1,1,0,2,1,1
5,1,0,24,5,0,2,1,68,2,4,0,4,0,0,0,0,3,0,4,1,0
2,1,0,34,3,1,3,1,68,3,2,2,4,0,0,0,1,1,0,4,1,0
5,1,1,24,5,0,3,1,68,3,3,1,4,0,0,0,1,3,0,1,1,1
5,1,0,27,5,0,3,1,68,3,2,0,1,0,0,0,1,2,0,2,1,1
5,1,1,25,5,0,3,1,68,2,6,0,3,0,0,0,1,3,0,2,0,1
5,1,0,20,5,0,3,1,68,2,4,0,3,0,0,1,0,4,0,0,0,1
5,1,1,28,5,0,3,1,68,3,3,0,2,0,0,1,1,1,0,3,1,1
5,1,1,23,5,0,3,1,68,3,4,0,2,0,0,0,1,1,0,0,0,0
5,1,1,27,5,0,3,1,68,3,3,1,3,0,0,0,1,2,0,3,1,1
5,1,0,33,5,1,2,1,68,2,3,1,4,0,0,0,0,1,0,1,1,1
5,1,1,24,5,0,3,1,68,2,4,0,1,0,0,1,1,4,0,3,1,1
5,1,0,21,5,0,2,1,68,2,3,0,4,0,0,1,1,4,0,4,1,1
5,1,0,31,5,0,2,1,68,2,3,0,4,0,0,0,1,3,0,2,1,1
5,1,1,25,5,0,3,0,68,2,4,0,2,0,0,1,1,1,0,1,1,1
5,1,1,22,5,0,3,1,68,3,3,0,3,0,0,0,0,3,0,4,0,1
5,1,1,37,5,1,3,1,68,2,4,2,4,0,0,0,1,4,0,2,1,1
5,1,1,23,5,0,3,1,68,2,4,0,3,0,0,0,1,4,0,3,1,1
5,1,0,19,5,0,3,1,68,2,3,0,3,0,0,0,0,3,0,0,1,1
5,1,1,34,3,0,3,1,68,3,2,0,4,0,0,1,1,1,0,4,1,1
5,1,1,22,5,0,3,1,68,3,3,0,3,0,0,0,1,4,0,4,1,1
5,1,0,23,5,0,3,1,68,3,4,0,3,0,0,0,0,3,0,4,0,1
5,1,1,24,5,0,3,1,68,3,4,0,3,0,0,0,1,3,0,3,1,0
5,1,0,24,5,0,3,1,68,3,4,0,3,0,0,0,1,4,0,1,1,1
5,1,0,27,5,0,3,1,68,2,4,0,4,0,0,1,1,1,0,2,1,1
5,1,1,22,5,0,3,1,68,3,3,0,4,0,0,0,1,4,0,0,1,1
5,1,1,20,5,0,2,1,68,3,2,0,4,0,0,1,1,4,0,4,0,0
5,1,0,25,5,0,3,1,68,2,2,0,3,0,0,0,1,1,0,1,1,0
5,1,1,24,5,0,1,1,68,2,4,0,3,0,0,0,1,2,0,3,0,0
5,1,0,19,5,0,3,1,68,2,2,0,4,0,0,0,0,3,0,4,0,0
5,1,0,22,5,0,3,1,68,2,4,0,4,0,0,0,1,4,0,4,0,1
5,1,1,24,5,0,3,1,68,3,3,0,2,0,0,1,1,3,0,0,0,1
3,1,0,29,3,0,2,1,68,3,4,0,4,0,0,0,1,1,0,3,1,1
5,1,0,25,5,0,3,1,68,2,4,0,2,0,0,0,0,1,0,2,0,1
5,1,1,21,5,0,3,1,68,2,4,0,3,0,0,0,1,3,0,2,1,1
5,1,1,20,5,0,3,1,68,3,3,2,4,0,0,0,1,4,0,4,1,1
5,1,0,24,5,0,2,1,68,2,4,0,3,0,0,0,1,3,0,2,1,1
5,1,0,33,3,0,0,1,68,3,2,0,4,0,0,0,1,1,0,4,1,1
5,1,1,22,5,0,3,1,68,3,1,0,4,0,0,0,1,3,0,0,1,1
5,1,0,20,5,0,3,1,68,2,4,0,3,0,0,0,1,4,0,4,0,0
5,1,1,35,4,0,2,1,68,2,4,0,4,0,0,1,1,0,0,4,1,1
5,1,1,20,5,0,3,1,68,2,4,0,2,0,0,1,1,4,0,2,1,1
5,1,1,25,5,0,2,1,68,2,4,0,2,0,0,0,1,1,0,4,1,0
5,1,1,20,5,0,3,1,68,2,5,0,3,0,0,0,1,3,0,3,1,1
